scenario,family,truth,judge,kind,rep_or_policy,model,verdict,score,correct,latency,error,note,rationale
healed_transient_001,healed_transient,PASS,ai:raw,ai,raw,mistral-nemo-llm,FAIL,35.0,0,4.53,,,"Canary has significantly higher max value (0.37 vs 0.21) and wider spread, indicating instability."
healed_transient_001,healed_transient,PASS,hybrid:gated,hybrid,gated,mistral-nemo-llm,FAIL,35.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_001,healed_transient,PASS,hybrid:or,hybrid,or,mistral-nemo-llm,FAIL,35.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_001,healed_transient,PASS,hybrid:and,hybrid,and,mistral-nemo-llm,PASS,100.0,1,0.0,,ai=summary/Fail;statistical,
healed_transient_001,healed_transient,PASS,ai:summary,ai,summary,deepseek-r1-llm,FAIL,25.0,0,16.51,,,"The canary shows material improvements in duration metrics that are worse than control, indicating instability."
healed_transient_001,healed_transient,PASS,ai:raw,ai,raw,deepseek-r1-llm,FAIL,25.0,0,10.9,,,The canary shows a much higher spread and worse metrics compared to control with an emerging upward trend.
healed_transient_001,healed_transient,PASS,hybrid:gated,hybrid,gated,deepseek-r1-llm,FAIL,25.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_001,healed_transient,PASS,hybrid:or,hybrid,or,deepseek-r1-llm,FAIL,25.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_001,healed_transient,PASS,hybrid:and,hybrid,and,deepseek-r1-llm,PASS,100.0,1,0.0,,ai=summary/Fail;statistical,
healed_transient_001,healed_transient,PASS,ai:plot,ai,plot,moondream-vlm,PASS,100.0,1,2.48,,,<= 60 words
healed_transient_001,healed_transient,PASS,hybrid:gated,hybrid,gated,moondream-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;statistical,
healed_transient_001,healed_transient,PASS,hybrid:or,hybrid,or,moondream-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;both,
healed_transient_001,healed_transient,PASS,hybrid:and,hybrid,and,moondream-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;statistical,
healed_transient_001,healed_transient,PASS,ai:plot,ai,plot,granite-vision-vlm,FAIL,50.0,0,6.67,,,"The canary shows a marginal improvement over the control in terms of HTTP request duration. The median and p90 values are slightly higher, but the spread/variance is comparable, indicating stability. "
healed_transient_001,healed_transient,PASS,hybrid:gated,hybrid,gated,granite-vision-vlm,PASS,100.0,1,0.0,,ai=plot/Marginal;statistical,
healed_transient_001,healed_transient,PASS,hybrid:or,hybrid,or,granite-vision-vlm,PASS,100.0,1,0.0,,ai=plot/Marginal;both,
healed_transient_001,healed_transient,PASS,hybrid:and,hybrid,and,granite-vision-vlm,PASS,100.0,1,0.0,,ai=plot/Marginal;statistical,
healed_transient_001,healed_transient,PASS,ai:plot,ai,plot,minicpm-v-vlm,FAIL,25.0,0,7.27,,,"The canary shows a significantly worse performance compared to the control, with much greater variability in request durations. This indicates instability and potential issues that could affect user e"
healed_transient_001,healed_transient,PASS,hybrid:gated,hybrid,gated,minicpm-v-vlm,FAIL,25.0,0,0.0,,ai=plot/Fail;ai,
healed_transient_001,healed_transient,PASS,hybrid:or,hybrid,or,minicpm-v-vlm,FAIL,25.0,0,0.0,,ai=plot/Fail;ai,
healed_transient_001,healed_transient,PASS,hybrid:and,hybrid,and,minicpm-v-vlm,PASS,100.0,1,0.0,,ai=plot/Fail;statistical,
healed_transient_002,healed_transient,PASS,statistical,statistical,,-,PASS,100.0,1,0.03,,,
healed_transient_002,healed_transient,PASS,ai:summary,ai,summary,qwen-llm,FAIL,25.0,0,5.25,,,Canary shows severe degradation in tail latency and variance.
healed_transient_002,healed_transient,PASS,ai:raw,ai,raw,qwen-llm,FAIL,25.0,0,2.88,,,"Canary shows much higher max and tail latencies, indicating instability."
healed_transient_002,healed_transient,PASS,hybrid:gated,hybrid,gated,qwen-llm,FAIL,25.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_002,healed_transient,PASS,hybrid:or,hybrid,or,qwen-llm,FAIL,25.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_002,healed_transient,PASS,hybrid:and,hybrid,and,qwen-llm,PASS,100.0,1,0.0,,ai=summary/Fail;statistical,
healed_transient_002,healed_transient,PASS,ai:summary,ai,summary,phi4-llm,FAIL,20.0,0,9.7,,,"The canary shows significantly worse latency metrics across all percentiles compared to the control. Increased variability indicates instability, leading to a 'fail' verdict."
healed_transient_002,healed_transient,PASS,ai:raw,ai,raw,phi4-llm,FAIL,20.0,0,5.71,,,The canary shows a substantial increase in request duration with higher variance and worse tail metrics compared to the control. This indicates instability and degraded performance.
healed_transient_002,healed_transient,PASS,hybrid:gated,hybrid,gated,phi4-llm,FAIL,20.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_002,healed_transient,PASS,hybrid:or,hybrid,or,phi4-llm,FAIL,20.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_002,healed_transient,PASS,hybrid:and,hybrid,and,phi4-llm,PASS,100.0,1,0.0,,ai=summary/Fail;statistical,
healed_transient_002,healed_transient,PASS,ai:summary,ai,summary,olmo2-llm,FAIL,20.0,0,5.84,,,"The canary shows increased variability, a worse performance tail, and an upward trend compared to the control on a critical latency metric, indicating instability and potential issues."
healed_transient_002,healed_transient,PASS,ai:raw,ai,raw,olmo2-llm,FAIL,45.0,0,3.25,,,"Higher variance and p95 value indicate instability in the canary compared to the stable control, leading to a fail verdict."
healed_transient_002,healed_transient,PASS,hybrid:gated,hybrid,gated,olmo2-llm,FAIL,20.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_002,healed_transient,PASS,hybrid:or,hybrid,or,olmo2-llm,FAIL,20.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_002,healed_transient,PASS,hybrid:and,hybrid,and,olmo2-llm,PASS,100.0,1,0.0,,ai=summary/Fail;statistical,
healed_transient_002,healed_transient,PASS,ai:summary,ai,summary,mistral-nemo-llm,FAIL,45.0,0,11.57,,,Canary shows significant increase in request duration with higher variability and a downward trend.
healed_transient_002,healed_transient,PASS,ai:raw,ai,raw,mistral-nemo-llm,FAIL,35.0,0,5.6,,,"Canary shows significantly higher request durations with a max of 0.3368 vs control's 0.2116, p90 of 0.3342 vs 0.2072, and noticeable variance."
healed_transient_002,healed_transient,PASS,hybrid:gated,hybrid,gated,mistral-nemo-llm,FAIL,45.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_002,healed_transient,PASS,hybrid:or,hybrid,or,mistral-nemo-llm,FAIL,45.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_002,healed_transient,PASS,hybrid:and,hybrid,and,mistral-nemo-llm,PASS,100.0,1,0.0,,ai=summary/Fail;statistical,
healed_transient_002,healed_transient,PASS,ai:summary,ai,summary,deepseek-r1-llm,FAIL,20.0,0,19.31,,,The canary shows material improvements in duration but also significant degradation in stability and consistency.
healed_transient_002,healed_transient,PASS,ai:raw,ai,raw,deepseek-r1-llm,FAIL,25.0,0,13.4,,,"The canary shows increased variance and outliers compared to control, indicating instability."
healed_transient_002,healed_transient,PASS,hybrid:gated,hybrid,gated,deepseek-r1-llm,FAIL,20.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_002,healed_transient,PASS,hybrid:or,hybrid,or,deepseek-r1-llm,FAIL,20.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_002,healed_transient,PASS,hybrid:and,hybrid,and,deepseek-r1-llm,PASS,100.0,1,0.0,,ai=summary/Fail;statistical,
healed_transient_002,healed_transient,PASS,ai:plot,ai,plot,moondream-vlm,FAIL,70.0,0,2.51,,,<= 60 words
healed_transient_002,healed_transient,PASS,hybrid:gated,hybrid,gated,moondream-vlm,PASS,100.0,1,0.0,,ai=plot/Marginal;statistical,
healed_transient_002,healed_transient,PASS,hybrid:or,hybrid,or,moondream-vlm,PASS,100.0,1,0.0,,ai=plot/Marginal;both,
healed_transient_002,healed_transient,PASS,hybrid:and,hybrid,and,moondream-vlm,PASS,100.0,1,0.0,,ai=plot/Marginal;statistical,
healed_transient_002,healed_transient,PASS,ai:plot,ai,plot,granite-vision-vlm,FAIL,50.0,0,6.88,,,"The canary shows a marginal improvement over the control in terms of HTTP request duration. The median and p90 values are higher, indicating some variability but not enough to classify it as 'high'. T"
healed_transient_002,healed_transient,PASS,hybrid:gated,hybrid,gated,granite-vision-vlm,PASS,100.0,1,0.0,,ai=plot/Marginal;statistical,
healed_transient_002,healed_transient,PASS,hybrid:or,hybrid,or,granite-vision-vlm,PASS,100.0,1,0.0,,ai=plot/Marginal;both,
healed_transient_002,healed_transient,PASS,hybrid:and,hybrid,and,granite-vision-vlm,PASS,100.0,1,0.0,,ai=plot/Marginal;statistical,
healed_transient_002,healed_transient,PASS,ai:plot,ai,plot,minicpm-v-vlm,FAIL,25.0,0,7.28,,,"The canary shows a significantly worse performance compared to the control, with much greater variability in request durations. This indicates instability and potential issues that could affect user e"
healed_transient_002,healed_transient,PASS,hybrid:gated,hybrid,gated,minicpm-v-vlm,FAIL,25.0,0,0.0,,ai=plot/Fail;ai,
healed_transient_002,healed_transient,PASS,hybrid:or,hybrid,or,minicpm-v-vlm,FAIL,25.0,0,0.0,,ai=plot/Fail;ai,
healed_transient_002,healed_transient,PASS,hybrid:and,hybrid,and,minicpm-v-vlm,PASS,100.0,1,0.0,,ai=plot/Fail;statistical,
healed_transient_003,healed_transient,PASS,statistical,statistical,,-,PASS,100.0,1,0.03,,,
healed_transient_003,healed_transient,PASS,ai:summary,ai,summary,qwen-llm,FAIL,25.0,0,5.26,,,Canary shows severe degradation in tail latency and variance.
healed_transient_003,healed_transient,PASS,ai:raw,ai,raw,qwen-llm,FAIL,25.0,0,2.9,,,"Canary shows much higher max and tail latencies, indicating instability."
healed_transient_003,healed_transient,PASS,hybrid:gated,hybrid,gated,qwen-llm,FAIL,25.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_003,healed_transient,PASS,hybrid:or,hybrid,or,qwen-llm,FAIL,25.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_003,healed_transient,PASS,hybrid:and,hybrid,and,qwen-llm,PASS,100.0,1,0.0,,ai=summary/Fail;statistical,
healed_transient_003,healed_transient,PASS,ai:summary,ai,summary,phi4-llm,FAIL,20.0,0,9.7,,,"The canary shows a substantial increase in request duration metrics (mean, percentiles) and variability (stddev), indicating degraded performance and instability compared to the control."
healed_transient_003,healed_transient,PASS,ai:raw,ai,raw,phi4-llm,FAIL,20.0,0,5.67,,,"The canary shows a substantial increase in HTTP request duration compared to the control. This indicates degraded performance and instability, failing the criteria for promotion."
healed_transient_003,healed_transient,PASS,hybrid:gated,hybrid,gated,phi4-llm,FAIL,20.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_003,healed_transient,PASS,hybrid:or,hybrid,or,phi4-llm,FAIL,20.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_003,healed_transient,PASS,hybrid:and,hybrid,and,phi4-llm,PASS,100.0,1,0.0,,ai=summary/Fail;statistical,
healed_transient_003,healed_transient,PASS,ai:summary,ai,summary,olmo2-llm,FAIL,20.0,0,5.13,,,"The canary shows higher variance, worse tail metrics, and an upward trend compared to the control, indicating instability and potential issues."
healed_transient_003,healed_transient,PASS,ai:raw,ai,raw,olmo2-llm,FAIL,40.0,0,3.14,,,Higher variance and p95 value in canary suggest instability compared to stable control metrics.
healed_transient_003,healed_transient,PASS,hybrid:gated,hybrid,gated,olmo2-llm,FAIL,20.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_003,healed_transient,PASS,hybrid:or,hybrid,or,olmo2-llm,FAIL,20.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_003,healed_transient,PASS,hybrid:and,hybrid,and,olmo2-llm,PASS,100.0,1,0.0,,ai=summary/Fail;statistical,
healed_transient_003,healed_transient,PASS,ai:summary,ai,summary,mistral-nemo-llm,FAIL,45.0,0,11.7,,,Canary shows significant increase in request duration with higher variability and a slight upward trend.
healed_transient_003,healed_transient,PASS,ai:raw,ai,raw,mistral-nemo-llm,FAIL,35.0,0,4.6,,,"Canary shows significantly higher request durations with a maximum of 0.368 vs control's 0.216, indicating potential instability."
healed_transient_003,healed_transient,PASS,hybrid:gated,hybrid,gated,mistral-nemo-llm,FAIL,45.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_003,healed_transient,PASS,hybrid:or,hybrid,or,mistral-nemo-llm,FAIL,45.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_003,healed_transient,PASS,hybrid:and,hybrid,and,mistral-nemo-llm,PASS,100.0,1,0.0,,ai=summary/Fail;statistical,
healed_transient_003,healed_transient,PASS,ai:summary,ai,summary,deepseek-r1-llm,FAIL,20.0,0,12.01,,,"The canary shows much higher variability and worse performance metrics compared to the control, indicating instability."
healed_transient_003,healed_transient,PASS,ai:raw,ai,raw,deepseek-r1-llm,FAIL,20.0,0,9.6,,,"The canary shows high variability, worse tail metrics, and an upward trend, indicating poor health."
healed_transient_003,healed_transient,PASS,hybrid:gated,hybrid,gated,deepseek-r1-llm,FAIL,20.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_003,healed_transient,PASS,hybrid:or,hybrid,or,deepseek-r1-llm,FAIL,20.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_003,healed_transient,PASS,hybrid:and,hybrid,and,deepseek-r1-llm,PASS,100.0,1,0.0,,ai=summary/Fail;statistical,
healed_transient_003,healed_transient,PASS,ai:plot,ai,plot,moondream-vlm,FAIL,0.8,0,2.5,,,AI judge plot/moondream-vlm
healed_transient_003,healed_transient,PASS,hybrid:gated,hybrid,gated,moondream-vlm,FAIL,0.8,0,0.0,,ai=plot/Fail;ai,
healed_transient_003,healed_transient,PASS,hybrid:or,hybrid,or,moondream-vlm,FAIL,0.8,0,0.0,,ai=plot/Fail;ai,
healed_transient_003,healed_transient,PASS,hybrid:and,hybrid,and,moondream-vlm,PASS,100.0,1,0.0,,ai=plot/Fail;statistical,
healed_transient_003,healed_transient,PASS,ai:plot,ai,plot,granite-vision-vlm,FAIL,50.0,0,6.64,,,"The canary shows a marginal improvement over the control in terms of HTTP request duration. The median and p90 values are slightly higher, but the spread/variance is comparable, indicating stability. "
healed_transient_003,healed_transient,PASS,hybrid:gated,hybrid,gated,granite-vision-vlm,PASS,100.0,1,0.0,,ai=plot/Marginal;statistical,
healed_transient_003,healed_transient,PASS,hybrid:or,hybrid,or,granite-vision-vlm,PASS,100.0,1,0.0,,ai=plot/Marginal;both,
healed_transient_003,healed_transient,PASS,hybrid:and,hybrid,and,granite-vision-vlm,PASS,100.0,1,0.0,,ai=plot/Marginal;statistical,
healed_transient_003,healed_transient,PASS,ai:plot,ai,plot,minicpm-v-vlm,FAIL,25.0,0,8.28,,,"The canary shows a significantly worse performance compared to the control. The mean duration has increased from 0.201 seconds in the baseline to 0.2876 seconds, indicating an increase of over 43%. Ad"
healed_transient_003,healed_transient,PASS,hybrid:gated,hybrid,gated,minicpm-v-vlm,FAIL,25.0,0,0.0,,ai=plot/Fail;ai,
healed_transient_003,healed_transient,PASS,hybrid:or,hybrid,or,minicpm-v-vlm,FAIL,25.0,0,0.0,,ai=plot/Fail;ai,
healed_transient_003,healed_transient,PASS,hybrid:and,hybrid,and,minicpm-v-vlm,PASS,100.0,1,0.0,,ai=plot/Fail;statistical,
healed_transient_004,healed_transient,PASS,statistical,statistical,,-,PASS,100.0,1,0.03,,,
healed_transient_004,healed_transient,PASS,ai:summary,ai,summary,qwen-llm,FAIL,25.0,0,5.18,,,Canary shows severe degradation in tail latency metrics.
healed_transient_004,healed_transient,PASS,ai:raw,ai,raw,qwen-llm,FAIL,25.0,0,2.94,,,"Canary shows much higher max and tail latencies compared to control, indicating instability."
healed_transient_004,healed_transient,PASS,hybrid:gated,hybrid,gated,qwen-llm,FAIL,25.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_004,healed_transient,PASS,hybrid:or,hybrid,or,qwen-llm,FAIL,25.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_004,healed_transient,PASS,hybrid:and,hybrid,and,qwen-llm,PASS,100.0,1,0.0,,ai=summary/Fail;statistical,
healed_transient_004,healed_transient,PASS,ai:summary,ai,summary,phi4-llm,FAIL,20.0,0,10.43,,,"The canary shows a substantial increase in request duration metrics (mean, p90, p95, p99, max) compared to the control. The increased standard deviation indicates greater variability, suggesting insta"
healed_transient_004,healed_transient,PASS,ai:raw,ai,raw,phi4-llm,FAIL,20.0,0,6.14,,,The canary shows a significantly higher average request duration with worse tail latency metrics. This indicates increased instability and degraded performance despite some lower values towards the en
healed_transient_004,healed_transient,PASS,hybrid:gated,hybrid,gated,phi4-llm,FAIL,20.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_004,healed_transient,PASS,hybrid:or,hybrid,or,phi4-llm,FAIL,20.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_004,healed_transient,PASS,hybrid:and,hybrid,and,phi4-llm,PASS,100.0,1,0.0,,ai=summary/Fail;statistical,
healed_transient_004,healed_transient,PASS,ai:summary,ai,summary,olmo2-llm,FAIL,20.0,0,5.83,,,"The canary shows increased variability, a worse performance tail, and an upward trend compared to the control on a critical latency metric, indicating instability and potential risk."
healed_transient_004,healed_transient,PASS,ai:raw,ai,raw,olmo2-llm,FAIL,40.0,0,3.29,,,"Higher variance and p95 value indicate instability in the canary compared to the stable control, leading to a fail verdict."
healed_transient_004,healed_transient,PASS,hybrid:gated,hybrid,gated,olmo2-llm,FAIL,20.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_004,healed_transient,PASS,hybrid:or,hybrid,or,olmo2-llm,FAIL,20.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_004,healed_transient,PASS,hybrid:and,hybrid,and,olmo2-llm,PASS,100.0,1,0.0,,ai=summary/Fail;statistical,
healed_transient_004,healed_transient,PASS,ai:summary,ai,summary,mistral-nemo-llm,FAIL,45.0,0,11.44,,,"Canary shows significantly higher latency and an upward trend, indicating instability."
healed_transient_004,healed_transient,PASS,ai:raw,ai,raw,mistral-nemo-llm,FAIL,35.0,0,4.61,,,"Canary has significantly higher max value (0.3512 vs 0.2092) and wider spread, indicating instability."
healed_transient_004,healed_transient,PASS,hybrid:gated,hybrid,gated,mistral-nemo-llm,FAIL,45.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_004,healed_transient,PASS,hybrid:or,hybrid,or,mistral-nemo-llm,FAIL,45.0,0,0.0,,ai=summary/Fail;ai,
healed_transient_004,healed_transient,PASS,hybrid:and,hybrid,and,mistral-nemo-llm,PASS,100.0,1,0.0,,ai=summary/Fail;statistical,
